split,lang,rmse_open,mae_open,acc_open,pearson_open,rmse_conscientious,mae_conscientious,acc_conscientious,pearson_conscientious,rmse_extroverted,mae_extroverted,acc_extroverted,pearson_extroverted,rmse_agreeable,mae_agreeable,acc_agreeable,pearson_agreeable,rmse_stable,mae_stable,acc_stable,pearson_stable,avg_rmse,avg_mae,avg_acc,avg_pearson
dev,es_xlm,0.09497216346670045,0.07055079601705076,0.7368421052631579,0.76279885153827,0.11821693745390362,0.0897520113932459,0.7368421052631579,0.8526978190381406,0.11698801167347735,0.10007216910782614,0.5263157894736842,0.8079488549880415,0.131411790584688,0.09067861931888681,0.631578947368421,0.677674118862596,0.12911064571260256,0.09538945849788816,0.631578947368421,0.7624649731282267,0.1181399097782744,0.08928861086697956,0.6526315789473685,0.7727169235110549
test,es_xlm,0.1173620091828363,0.09999658743801869,0.5,0.7067000764961529,0.13099501243627398,0.09886444340410983,0.5789473684210527,0.6046388814417246,0.1632837331287126,0.12939662054475198,0.5263157894736842,0.6616590847285606,0.13406530711768322,0.10326183551040133,0.5526315789473685,0.703478504496112,0.1593093896248903,0.12392425137375922,0.5526315789473685,0.7201085766645215,0.14100309029807928,0.1110887476542082,0.5421052631578948,0.6793170247654143
