split,lang,rmse_open,mae_open,acc_open,pearson_open,rmse_conscientious,mae_conscientious,acc_conscientious,pearson_conscientious,rmse_extroverted,mae_extroverted,acc_extroverted,pearson_extroverted,rmse_agreeable,mae_agreeable,acc_agreeable,pearson_agreeable,rmse_stable,mae_stable,acc_stable,pearson_stable,avg_rmse,avg_mae,avg_acc,avg_pearson
dev,nl_xlm,0.15242565427687801,0.14642062527792796,0.14285714285714285,-0.07169481291334212,0.14521700029383514,0.11812724002770016,0.42857142857142855,-0.16640452298787164,0.08241225237531383,0.06642699305500303,0.8571428571428571,0.46741916914531056,0.12352833269208069,0.10930598931653158,0.2857142857142857,0.5836682484306478,0.14324809204458944,0.127325624866145,0.42857142857142855,-0.10388435392982824,0.12936626633653941,0.11352129450866155,0.4285714285714285,0.14182074554898327
test,nl_xlm,0.11540343709599724,0.09545220264366695,0.5714285714285714,0.6337821808529517,0.14662326854115992,0.12455719198499407,0.5,0.6797560402717063,0.16649218773348057,0.13324128410645894,0.42857142857142855,0.4871380193487765,0.18237478269025764,0.1557387788380895,0.2857142857142857,0.6607599579580146,0.1687890814528728,0.15327661665422573,0.2857142857142857,0.5680082260276544,0.15593655150275362,0.13245321484548706,0.41428571428571426,0.6058888848918207
