split,lang,rmse_open,mae_open,acc_open,pearson_open,rmse_conscientious,mae_conscientious,acc_conscientious,pearson_conscientious,rmse_extroverted,mae_extroverted,acc_extroverted,pearson_extroverted,rmse_agreeable,mae_agreeable,acc_agreeable,pearson_agreeable,rmse_stable,mae_stable,acc_stable,pearson_stable,avg_rmse,avg_mae,avg_acc,avg_pearson
dev,it_xlm,0.11759188563963661,0.09522170647978782,0.625,0.8550736558387688,0.12581458585673383,0.08424952737987042,0.625,0.507703771353107,0.18477158535526728,0.13752262480556965,0.625,0.6897946991369465,0.08552385377819044,0.07674911972135305,0.625,0.8698021506624664,0.1744969397550489,0.15902962249238045,0.25,0.7033770835207793,0.13763977007697542,0.11055452017579229,0.55,0.7251502721024136
test,it_xlm,0.14201684207921883,0.12330971658229828,0.5333333333333333,0.6769426265696274,0.09981402981873856,0.08132660716772078,0.6666666666666666,0.5989538619162615,0.13148287707395295,0.11547072360912963,0.4666666666666667,0.8135056475434075,0.10060615735666965,0.08595011313756308,0.6,0.49640813100647324,0.21400319473607726,0.1890344134842356,0.2,0.7323199941555143,0.13758462021293144,0.11901831479618948,0.49333333333333335,0.6636260522382569
