epoch,train_loss,learning_rate,eval_loss,eval_rmse,eval_mae,eval_acc,eval_pearson
1,0.06893546450318712,1e-05,0.037094280025676676,0.19259876,0.1549731,0.35789473684210527,0.26602954
2,0.046588229523463684,2e-05,0.045927429669781736,0.21430686,0.17015323,0.3894736842105263,0.36360192
3,0.041352368665464,2e-05,0.04194770057342554,0.20481138,0.15771796,0.42105263157894735,0.42105603
4,0.04053620762671485,1.9978803340062177e-05,0.033693388790676466,0.18355758,0.14063154,0.4842105263157895,0.48415938
5,0.039058750833977356,1.9915304127600726e-05,0.02780046872794628,0.16673473,0.12921236,0.5263157894736842,0.56263995
6,0.03132563296028159,1.9809774275991984e-05,0.026855817456778727,0.16387744,0.13011816,0.47368421052631576,0.58901006
7,0.031492746265774425,1.966266568026178e-05,0.03530282350747209,0.18789046,0.1476235,0.47368421052631576,0.5892115
8,0.02939197106399771,1.9474608282001554e-05,0.04566952860669086,0.2137043,0.17335555,0.3473684210526316,0.6171935
9,0.026076122370520323,1.9246407371861743e-05,0.03002176433801651,0.1732679,0.13328317,0.49473684210526314,0.597854
10,0.020374685003789084,1.8979040141173618e-05,0.029084777753604085,0.17054261,0.13392998,0.4105263157894737,0.64118946
11,0.014627856795083393,1.867365149746595e-05,0.025885809703092826,0.16089067,0.12754059,0.4842105263157895,0.7030509
12,0.016787032413324625,1.8331549161795205e-05,0.02989671418541356,0.17290665,0.13522987,0.45263157894736844,0.72190654
13,0.015082438299996835,1.7954198068883233e-05,0.023635909941635634,0.15373974,0.12046253,0.5263157894736842,0.7088732
14,0.01264408908107064,1.754321409404188e-05,0.022655979092968136,0.15051903,0.11860643,0.5263157894736842,0.752016
15,0.011288619593180942,1.7100357133746823e-05,0.02982975719006438,0.17271292,0.14352636,0.3894736842105263,0.7980962
16,0.009143912395688169,1.6627523569490685e-05,0.021126063638611844,0.14534807,0.11634137,0.5052631578947369,0.7690506
17,0.008635870703129154,1.6126738147186337e-05,0.01815389773171199,0.13473639,0.10725736,0.5684210526315789,0.76759446
18,0.006718051651577381,1.5600145306894067e-05,0.020008634285707223,0.14145188,0.10762678,0.5157894736842106,0.72638524
19,0.005089916458184069,1.505e-05,0.020413127580755634,0.14287451,0.11211814,0.5473684210526316,0.7373126
20,0.004008859124345084,1.4478658033168112e-05,0.017563530390984135,0.13252747,0.10063526,0.5684210526315789,0.7475029
21,0.003449421982760682,1.3888565980414389e-05,0.014797472542053774,0.121644855,0.09170786,0.6736842105263158,0.7734004
22,0.002913083852917859,1.3282250706501299e-05,0.01604987514254294,0.1266881,0.096354775,0.6,0.7702099
23,0.0024684463296029153,1.2662308546514954e-05,0.01736588364368991,0.13177967,0.10002347,0.5684210526315789,0.73466
24,0.0022556044277735054,1.203139418795967e-05,0.01726616321033553,0.13140076,0.09767917,0.6526315789473685,0.74144274
25,0.0019112429158254104,1.1392209302978512e-05,0.014800062207014937,0.1216555,0.091885075,0.6631578947368421,0.7642249
26,0.0018433584323660893,1.074749097937842e-05,0.016303359775951033,0.12768461,0.096675605,0.6105263157894737,0.7562052
27,0.0017076691781932657,1.01e-05,0.01468144955211564,0.12116704,0.09057652,0.6631578947368421,0.75986946
28,0.0016601541905071247,9.452509020621582e-06,0.014601352379510277,0.120836064,0.0898324,0.6842105263157895,0.7588362
29,0.0013598347061567686,8.807790697021488e-06,0.016567659711367207,0.12871543,0.09746153,0.631578947368421,0.7393065
30,0.0015741772526367145,8.16860581204033e-06,0.015660095861867854,0.12514031,0.09616101,0.6526315789473685,0.750039
31,0.0015315160818510885,7.537691453485044e-06,0.016167216493110908,0.12715039,0.0925988,0.6631578947368421,0.7473935
32,0.0016678159661365278,6.917749293498699e-06,0.015111979685331645,0.12293078,0.0952793,0.631578947368421,0.755824
33,0.0014673581763142438,6.311434019585612e-06,0.015328156810842063,0.12380693,0.092160255,0.6526315789473685,0.7600586
34,0.0013768285421203032,5.721341966831888e-06,0.01469129912163082,0.12120766,0.092015214,0.6210526315789474,0.77080667
35,0.0011963938525172346,5.150000000000001e-06,0.017170737448491548,0.13103715,0.09823172,0.6210526315789474,0.74734837
36,0.0012069821682278857,4.5998546931059355e-06,0.014939963817596436,0.12222914,0.09279146,0.6105263157894737,0.76251817
37,0.0012265476468724735,4.073261852813664e-06,0.014123954467083278,0.11884424,0.089288615,0.6526315789473685,0.7727169
38,0.001287765366159323,3.572476430509317e-06,0.014698874009282966,0.12123891,0.091339,0.6421052631578947,0.7686148
39,0.0009712499008993759,3.0996428662531788e-06,0.014816133893634143,0.12172155,0.09227821,0.6526315789473685,0.7685383
40,0.0011150139616802335,2.6567859059581236e-06,0.01478254383331851,0.121583484,0.09279953,0.6631578947368421,0.7688883
41,0.001020534015190082,2.2458019311167716e-06,0.014912104626235208,0.122115135,0.092868514,0.6736842105263158,0.7664932
42,0.0011408268006617259,1.868450838204803e-06,0.014927882603124568,0.12217971,0.09238387,0.6526315789473685,0.7671031
43,0.0010058988506595294,1.5263485025340556e-06,0.014616094039458977,0.12089703,0.09159267,0.6631578947368421,0.77139354
44,0.0010260924684575223,1.2209598588263864e-06,0.014691371372655818,0.12120797,0.09235694,0.6421052631578947,0.77095544
45,0.000977949025003578,9.535926281382606e-07,0.014790453801029608,0.121616006,0.09152826,0.6631578947368421,0.77025324
46,0.000972496325354741,7.253917179984543e-07,0.014525739083948889,0.120522775,0.09171405,0.6210526315789474,0.7718884
