epoch,train_loss,learning_rate,eval_loss,eval_rmse,eval_mae,eval_acc,eval_pearson
1,0.04223412038434459,1e-05,0.02168284130415746,0.14725095,0.11886925,0.45714285714285713,-0.04268018
2,0.03469964505537697,2e-05,0.026004402499113764,0.16125882,0.12750077,0.4,0.27632228
3,0.02800164351482754,2e-05,0.021052587644330094,0.14509511,0.11603005,0.4857142857142857,0.14917904
4,0.02567301692603075,1.9978803340062177e-05,0.026809855696878264,0.16373715,0.13483231,0.4,0.15740727
5,0.02042683826395027,1.9915304127600726e-05,0.03173794424427407,0.17815146,0.1485548,0.34285714285714286,0.35607937
6,0.017109388647520023,1.9809774275991984e-05,0.023981426310326372,0.15485936,0.12417575,0.42857142857142855,0.42453557
7,0.018261843300222055,1.966266568026178e-05,0.026815340987273624,0.1637539,0.13548698,0.4,0.2739523
8,0.017072194336873035,1.9474608282001554e-05,0.027008599734732082,0.16434294,0.13431525,0.45714285714285713,0.40345278
9,0.015441878435566374,1.9246407371861743e-05,0.018541140082691396,0.13616586,0.11304183,0.4857142857142857,0.3773137
10,0.012451019634128264,1.8979040141173618e-05,0.030457646452954838,0.17452118,0.14424354,0.4,0.3866194
11,0.012038296159437818,1.867365149746595e-05,0.018797619667436396,0.1371044,0.115518436,0.4,0.41305694
12,0.008262345076376654,1.8331549161795205e-05,0.026089821676058427,0.16152343,0.1347915,0.42857142857142855,0.39045778
13,0.0073879057713581815,1.7954198068883233e-05,0.0198739183667515,0.1409749,0.1185991,0.45714285714285713,0.3000396
14,0.00766569796099287,1.754321409404188e-05,0.0297140338724213,0.17237759,0.14083154,0.45714285714285713,0.36595136
15,0.01012752394941028,1.7100357133746823e-05,0.025863357686570713,0.16082089,0.132929,0.4,0.40816435
16,0.008277412250880961,1.6627523569490685e-05,0.020664263649710586,0.14375071,0.12197297,0.4857142857142857,0.50839144
17,0.006180106965905946,1.6126738147186337e-05,0.01794532806213413,0.13396017,0.1077569,0.5714285714285714,0.456577
18,0.007236399930780349,1.5600145306894067e-05,0.023399429927979196,0.15296872,0.12664478,0.5142857142857142,0.3928719
19,0.004469236045184991,1.505e-05,0.02099140640348196,0.14488411,0.12445428,0.4,0.3002848
20,0.0036829654051436355,1.4478658033168112e-05,0.01920106933851327,0.13856792,0.11412916,0.45714285714285713,0.49081892
21,0.005264604562873264,1.3888565980414389e-05,0.020077553145321354,0.14169529,0.12010221,0.45714285714285713,0.2873531
22,0.005017478927544764,1.3282250706501299e-05,0.018256120583308593,0.1351152,0.11446626,0.45714285714285713,0.380565
23,0.005704726062148162,1.2662308546514954e-05,0.017665877139994075,0.13291305,0.112198584,0.42857142857142855,0.46085542
24,0.005827631121855634,1.203139418795967e-05,0.020605051557400396,0.1435446,0.12069214,0.4857142857142857,0.4272945
25,0.0034820290621491554,1.1392209302978512e-05,0.01908358941519899,0.13814336,0.11409241,0.5142857142857142,0.42430538
26,0.003240803403415434,1.074749097937842e-05,0.017097438286457742,0.13075718,0.11010536,0.5142857142857142,0.5196859
27,0.0032089027176287186,1.01e-05,0.01724786969966122,0.13133115,0.11094353,0.5142857142857142,0.4882043
28,0.003966149259687644,9.452509020621582e-06,0.019066908862441778,0.13808297,0.11536504,0.45714285714285713,0.47363347
29,0.003640577445090141,8.807790697021488e-06,0.01786977831008179,0.13367788,0.110753216,0.4857142857142857,0.46471548
30,0.004164021062340749,8.16860581204033e-06,0.01737936246874077,0.13183081,0.10759957,0.5142857142857142,0.49497885
31,0.004947655763396103,7.537691453485044e-06,0.01821176877378353,0.13495098,0.11031913,0.5142857142857142,0.44232926
32,0.005464614186759876,6.917749293498699e-06,0.020189691401485885,0.14209044,0.118965425,0.4,0.4261145
33,0.00382984237639112,6.311434019585612e-06,0.018292911450511644,0.13525128,0.11292566,0.42857142857142855,0.43533286
34,0.003964089394962091,5.721341966831888e-06,0.01894961211032101,0.1376576,0.11444893,0.45714285714285713,0.4598295
35,0.0048944643855540326,5.150000000000001e-06,0.02132980272706066,0.14604726,0.12212256,0.45714285714285713,0.37253308
