split,lang,rmse_open,mae_open,acc_open,pearson_open,rmse_conscientious,mae_conscientious,acc_conscientious,pearson_conscientious,rmse_extroverted,mae_extroverted,acc_extroverted,pearson_extroverted,rmse_agreeable,mae_agreeable,acc_agreeable,pearson_agreeable,rmse_stable,mae_stable,acc_stable,pearson_stable,avg_rmse,avg_mae,avg_acc,avg_pearson
dev,es,0.1401422057056374,0.11811929654306479,0.5263157894736842,0.6298725292198871,0.142119058347961,0.11386342512305464,0.5263157894736842,0.7857502301742567,0.14496372001393534,0.11498810184839045,0.47368421052631576,0.8570007372137218,0.13806218604047352,0.10583449313324864,0.5789473684210527,0.5989443602930028,0.14450774716559006,0.11382344691240152,0.47368421052631576,0.8476285173960373,0.14195898345471947,0.11332575271203202,0.5157894736842106,0.7438392748593812
test,es,0.1403167211883241,0.12043624797299862,0.47368421052631576,0.6918610473917745,0.1357759371703587,0.11008057643218058,0.5,0.5349213449935959,0.15293544748744403,0.1106819788736767,0.6052631578947368,0.7321239589313552,0.14665273653644875,0.11486060660500057,0.5526315789473685,0.6711787759779917,0.17953968568918396,0.15475525051492162,0.3157894736842105,0.756212306996659,0.15104410561435191,0.12216293207975562,0.4894736842105264,0.6772594868582752
